Command,Sell,Item,"Wednesday, March 1, 2023 4:41:37 PM GMT","Ookk",3,WOOL,0,"Ookk",60.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:41:40 PM GMT","Ookk",4,LOG,3,"Ookk",8.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:41:43 PM GMT","Ookk",1,WOOL,15,"Ookk",20.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:41:47 PM GMT","Ookk",2,SEEDS,0,"Ookk",4.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:41:51 PM GMT","Ookk",4,YELLOW_FLOWER,0,"Ookk",8.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:42:14 PM GMT","Ookk",6,INK_SACK,15,"Ookk",60.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:42:20 PM GMT","Ookk",2,ARROW,0,"Ookk",7.0,money,$,"world",-12,43,474,
Command,Sell,Item,"Wednesday, March 1, 2023 4:46:05 PM GMT","Ookk",3,SAPLING,0,"Ookk",6.0,money,$,"world",56,63,241,
Command,Sell,Item,"Wednesday, March 1, 2023 4:49:24 PM GMT","L1ngL1ng06",99,REDSTONE,0,"L1ngL1ng06",3168.0,money,$,"world",-82,33,469,
Command,Sell,Item,"Wednesday, March 1, 2023 4:51:02 PM GMT","L1ngL1ng06",17,REDSTONE,0,"L1ngL1ng06",544.0,money,$,"world",-100,11,476,
Command,Sell,Item,"Wednesday, March 1, 2023 5:11:38 PM GMT","Ookk",3,WOOL,0,"Ookk",60.0,money,$,"world",54,64,180,
Command,Sell,Item,"Wednesday, March 1, 2023 5:11:50 PM GMT","Ookk",6,INK_SACK,15,"Ookk",60.0,money,$,"world",54,64,180,
Command,Sell,Item,"Wednesday, March 1, 2023 5:25:51 PM GMT","fuckinbozo",1,COAL,0,"fuckinbozo",15.0,money,$,"world",94,45,360,
Command,Sell,Item,"Wednesday, March 1, 2023 5:25:54 PM GMT","fuckinbozo",1,ARROW,0,"fuckinbozo",3.5,money,$,"world",94,45,360,
Command,Sell,Item,"Wednesday, March 1, 2023 5:25:57 PM GMT","fuckinbozo",5,COBBLESTONE,0,"fuckinbozo",5.0,money,$,"world",94,45,360,
Command,Sell,Item,"Wednesday, March 1, 2023 5:29:48 PM GMT","fuckinbozo",3,INK_SACK,15,"fuckinbozo",30.0,money,$,"world",-16,74,379,
Command,Sell,Item,"Wednesday, March 1, 2023 5:31:15 PM GMT","HELP_ME",4,PUMPKIN,0,"HELP_ME",200.0,money,$,"world",-474,63,703,
Command,Sell,Item,"Wednesday, March 1, 2023 5:34:48 PM GMT","fuckinbozo",3,INK_SACK,3,"fuckinbozo",30.0,money,$,"world",87,68,360,
Command,Sell,Item,"Wednesday, March 1, 2023 5:35:09 PM GMT","fuckinbozo",6,INK_SACK,3,"fuckinbozo",60.0,money,$,"world",89,67,362,
Command,Sell,Item,"Wednesday, March 1, 2023 5:45:39 PM GMT","Ookk",27,CACTUS,0,"Ookk",270.0,money,$,"world",71,68,353,
Command,Sell,Item,"Wednesday, March 1, 2023 5:45:58 PM GMT","Ookk",26,SUGAR_CANE,0,"Ookk",221.0,money,$,"world",64,70,375,
Command,Sell,Item,"Wednesday, March 1, 2023 5:46:09 PM GMT","Ookk",1,SAPLING,0,"Ookk",2.0,money,$,"world",59,70,389,
Command,Sell,Item,"Wednesday, March 1, 2023 5:46:12 PM GMT","Ookk",1,WORKBENCH,0,"Ookk",2.5,money,$,"world",59,70,389,
Command,Sell,Item,"Wednesday, March 1, 2023 5:46:55 PM GMT","HELP_ME",10,WOOL,0,"HELP_ME",200.0,money,$,"world",-922,105,297,
Command,Sell,Item,"Wednesday, March 1, 2023 5:47:04 PM GMT","HELP_ME",2,WOOL,7,"HELP_ME",40.0,money,$,"world",-922,105,297,
Command,Sell,Item,"Wednesday, March 1, 2023 5:51:15 PM GMT","Ookk",27,INK_SACK,3,"Ookk",270.0,money,$,"world",37,74,309,
Command,Sell,Item,"Wednesday, March 1, 2023 5:53:00 PM GMT","Ookk",21,INK_SACK,3,"Ookk",210.0,money,$,"world",99,73,359,
Command,Sell,Item,"Wednesday, March 1, 2023 5:55:26 PM GMT","Ookk",33,INK_SACK,3,"Ookk",330.0,money,$,"world",98,76,315,
Command,Sell,Item,"Wednesday, March 1, 2023 6:08:08 PM GMT","Vic",9,SUGAR_CANE,0,"Vic",76.5,money,$,"world",693,63,145,
Command,Sell,Item,"Wednesday, March 1, 2023 6:09:25 PM GMT","chris",27,REDSTONE,0,"chris",864.0,money,$,"world",-250,7,275,
Command,Sell,Item,"Wednesday, March 1, 2023 6:12:11 PM GMT","Ookk",6,INK_SACK,15,"Ookk",60.0,money,$,"world",-182,68,288,
Command,Sell,Item,"Wednesday, March 1, 2023 6:13:07 PM GMT","Devil",1,APPLE,0,"Devil",10.0,money,$,"world",-1,72,230,
Command,Sell,Item,"Wednesday, March 1, 2023 6:19:34 PM GMT","Panzer",81,PAPER,0,"Panzer",1215.0,money,$,"world",165,68,1489,
Command,Sell,Item,"Wednesday, March 1, 2023 6:22:00 PM GMT","Devil",1,SIGN,0,"Devil",1.5,money,$,"world",-177,52,259,
Command,Sell,Item,"Wednesday, March 1, 2023 6:22:09 PM GMT","Panzer",41,CACTUS,0,"Panzer",410.0,money,$,"world",181,64,1464,
Command,Sell,Item,"Wednesday, March 1, 2023 6:23:04 PM GMT","Devil",128,COBBLESTONE,0,"Devil",128.0,money,$,"world",-173,42,251,
Command,Sell,Item,"Wednesday, March 1, 2023 6:23:11 PM GMT","Devil",2,GRAVEL,0,"Devil",2.0,money,$,"world",-173,42,251,
Command,Sell,Item,"Wednesday, March 1, 2023 6:23:42 PM GMT","Devil",1,SAPLING,0,"Devil",2.0,money,$,"world",-172,39,247,
Command,Sell,Item,"Wednesday, March 1, 2023 6:24:13 PM GMT","Vic",4,SUGAR_CANE,0,"Vic",34.0,money,$,"world",2066,66,-147,
Command,Sell,Item,"Wednesday, March 1, 2023 6:24:22 PM GMT","Ookk",1,SULPHUR,0,"Ookk",20.0,money,$,"world",-32,72,322,
Command,Sell,Item,"Wednesday, March 1, 2023 6:24:48 PM GMT","Devil",18,COAL,0,"Devil",270.0,money,$,"world",-163,32,221,
Command,Sell,Item,"Wednesday, March 1, 2023 6:24:53 PM GMT","Vic",2,SUGAR_CANE,0,"Vic",17.0,money,$,"world",2078,63,-161,
Command,Sell,Item,"Wednesday, March 1, 2023 6:25:46 PM GMT","chris",9,REDSTONE,0,"chris",288.0,money,$,"world",-307,3,273,
Command,Sell,Item,"Wednesday, March 1, 2023 6:25:54 PM GMT","Vic",1,PUMPKIN,0,"Vic",50.0,money,$,"world",2130,69,-219,
Command,Sell,Item,"Wednesday, March 1, 2023 6:26:40 PM GMT","Vic",9,PUMPKIN,0,"Vic",450.0,money,$,"world",2129,80,-242,
Command,Pay,Player,"Wednesday, March 1, 2023 6:30:49 PM GMT","Panzer",250,money,$,"HELP_ME",250,money,$,"world",168,64,1489,
Command,Sell,Item,"Wednesday, March 1, 2023 6:31:16 PM GMT","Panzer",2,ARROW,0,"Panzer",7.0,money,$,"world",164,68,1490,
Command,Sell,Item,"Wednesday, March 1, 2023 6:31:21 PM GMT","Panzer",2,DIRT,0,"Panzer",2.0,money,$,"world",164,68,1490,
Command,Sell,Item,"Wednesday, March 1, 2023 6:32:00 PM GMT","Panzer",2,IRON_INGOT,0,"Panzer",44.0,money,$,"world",168,69,1490,
Command,Sell,Item,"Wednesday, March 1, 2023 6:34:20 PM GMT","Panzer",1,SNOW_BALL,0,"Panzer",1.0,money,$,"world",167,69,1489,
Command,Sell,Item,"Wednesday, March 1, 2023 6:35:20 PM GMT","Panzer",20,IRON_INGOT,0,"Panzer",440.0,money,$,"world",167,69,1489,
Command,Sell,Item,"Wednesday, March 1, 2023 6:35:40 PM GMT","Cappin",1,WOOD_AXE,23,"Cappin",2.0,money,$,"world",-164,31,234,
Command,Sell,Item,"Wednesday, March 1, 2023 6:43:20 PM GMT","Cappin",3,ROTTEN_FLESH,0,"Cappin",9.0,money,$,"world",-160,26,251,
Command,Sell,Item,"Wednesday, March 1, 2023 6:43:24 PM GMT","Cappin",16,INK_SACK,4,"Cappin",160.0,money,$,"world",-160,26,251,
Command,Sell,Item,"Wednesday, March 1, 2023 6:55:22 PM GMT","Vic",20,PUMPKIN,0,"Vic",1000.0,money,$,"world",1580,103,-929,
Command,Sell,Item,"Wednesday, March 1, 2023 7:03:38 PM GMT","Vic",262,COBBLESTONE,0,"Vic",262.0,money,$,"world",1585,92,-926,
Command,Sell,Item,"Wednesday, March 1, 2023 7:04:00 PM GMT","Human",108,REDSTONE,0,"Human",3456.0,money,$,"world",-1932,35,583,
Command,Sell,Item,"Wednesday, March 1, 2023 7:05:06 PM GMT","qag",18,REDSTONE,0,"qag",576.0,money,$,"world",-131,24,298,
Command,Sell,Item,"Wednesday, March 1, 2023 7:09:04 PM GMT","HELP_ME",45,REDSTONE,0,"HELP_ME",1440.0,money,$,"world",-1941,13,543,
Command,Sell,Item,"Wednesday, March 1, 2023 7:09:12 PM GMT","qag",9,REDSTONE,0,"qag",288.0,money,$,"world",-131,24,298,
Command,Sell,Item,"Wednesday, March 1, 2023 7:09:40 PM GMT","qag",2,GOLD_INGOT,0,"qag",210.0,money,$,"world",-131,24,298,
Command,Sell,Item,"Wednesday, March 1, 2023 7:10:15 PM GMT","qag",6,GOLD_INGOT,0,"qag",630.0,money,$,"world",-131,24,299,
Command,Sell,Item,"Wednesday, March 1, 2023 7:11:00 PM GMT","jello_2",126,REDSTONE,0,"jello_2",4032.0,money,$,"world",-25,6,392,
Command,Sell,Item,"Wednesday, March 1, 2023 7:23:12 PM GMT","Panzer",23,LEATHER,0,"Panzer",230.0,money,$,"world",166,69,1491,
Command,Sell,Item,"Wednesday, March 1, 2023 7:23:33 PM GMT","Panzer",18,IRON_INGOT,0,"Panzer",396.0,money,$,"world",164,68,1489,
Command,Sell,Item,"Wednesday, March 1, 2023 7:24:50 PM GMT","Panzer",1,IRON_INGOT,0,"Panzer",22.0,money,$,"world",165,70,1488,
Command,Sell,Item,"Wednesday, March 1, 2023 7:25:57 PM GMT","L1ngL1ng06",14,REDSTONE,0,"L1ngL1ng06",448.0,money,$,"world",-292,7,283,
Command,Sell,Item,"Wednesday, March 1, 2023 7:26:25 PM GMT","qag",76,REDSTONE,0,"qag",2432.0,money,$,"world",-131,12,297,
Command,Sell,Item,"Wednesday, March 1, 2023 7:26:44 PM GMT","HELP_ME",27,REDSTONE,0,"HELP_ME",864.0,money,$,"world",-1978,11,516,
Command,Sell,Item,"Wednesday, March 1, 2023 7:28:36 PM GMT","HELP_ME",2,GOLD_ORE,0,"HELP_ME",90.0,money,$,"world",-1987,19,508,
Command,Sell,Item,"Wednesday, March 1, 2023 7:29:53 PM GMT","qag",85,REDSTONE,0,"qag",2720.0,money,$,"world",-138,11,344,
Command,Sell,Item,"Wednesday, March 1, 2023 7:30:51 PM GMT","Panzer",7,LEATHER,0,"Panzer",70.0,money,$,"world",167,65,1490,
Command,Sell,Item,"Wednesday, March 1, 2023 7:33:17 PM GMT","qag",29,REDSTONE,0,"qag",928.0,money,$,"world",-230,16,278,
Command,Sell,Item,"Wednesday, March 1, 2023 7:35:48 PM GMT","qag",11,GOLD_INGOT,0,"qag",1155.0,money,$,"world",-231,14,279,
Command,Sell,Item,"Wednesday, March 1, 2023 7:39:16 PM GMT","LING_LING",3,INK_SACK,3,"LING_LING",30.0,money,$,"world",67,69,313,
Command,Sell,Item,"Wednesday, March 1, 2023 7:39:40 PM GMT","LING_LING",6,INK_SACK,3,"LING_LING",60.0,money,$,"world",66,70,313,
Command,Sell,Item,"Wednesday, March 1, 2023 7:40:20 PM GMT","LING_LING",3,INK_SACK,3,"LING_LING",30.0,money,$,"world",62,73,318,
Command,Sell,Item,"Wednesday, March 1, 2023 7:40:49 PM GMT","tired",5,GOLD_INGOT,0,"tired",525.0,money,$,"world",-224,19,302,
Command,Sell,Item,"Wednesday, March 1, 2023 7:43:51 PM GMT","HELP_ME",11,STRING,0,"HELP_ME",55.0,money,$,"world",-1939,73,556,
Command,Sell,Item,"Wednesday, March 1, 2023 7:43:56 PM GMT","HELP_ME",2,SAPLING,0,"HELP_ME",4.0,money,$,"world",-1939,73,556,
Command,Sell,Item,"Wednesday, March 1, 2023 7:44:01 PM GMT","HELP_ME",2,GRAVEL,0,"HELP_ME",2.0,money,$,"world",-1938,73,556,
Command,Sell,Item,"Wednesday, March 1, 2023 7:44:11 PM GMT","HELP_ME",8,REDSTONE,0,"HELP_ME",256.0,money,$,"world",-1938,73,556,
Command,Sell,Item,"Wednesday, March 1, 2023 7:44:22 PM GMT","HELP_ME",1,MINECART,0,"HELP_ME",23.0,money,$,"world",-1938,73,556,
Command,Sell,Item,"Wednesday, March 1, 2023 7:44:31 PM GMT","HELP_ME",1,WOOL,0,"HELP_ME",20.0,money,$,"world",-1938,73,556,
